PullRequestTitle,PullRequestNumber,PullRequestState,PullRequestCreatedAt,PullRequestUpdatedAt,PullRequestClosedAt,PullRequestMergedAt,PullRequestAuthor,PullRequestReviewsCount,PullRequestReviewers,PullRequestCommentsCount,ReviewDuration
 Add Job and Bridge Creation Pages,483,CLOSED,2018-08-07T02:39:05Z,2018-08-21T18:39:51Z,2018-08-21T18:39:51Z,,NavyAdmiral,8,"['rupurt', 'NavyAdmiral', 'NavyAdmiral', 'NavyAdmiral', 'NavyAdmiral', 'rupurt', 'NavyAdmiral', 'rupurt']",10,14 days 16:00:46
Persist JobRun.Overrides in case node goes down,485,MERGED,2018-08-08T20:14:37Z,2018-08-13T22:31:27Z,2018-08-13T22:31:23Z,2018-08-13T22:31:23Z,dimroc,10,"['rupurt', 'se3000', 'se3000', 'se3000', 'dimroc', 'dimroc', 'se3000', 'j16r', 'dimroc', 'j16r']",0,5 days 02:16:46
Change from Ubuntu to Alpine image,486,CLOSED,2018-08-09T04:10:07Z,2018-08-09T04:39:30Z,2018-08-09T04:39:30Z,,chdwlch,0,[],0,0 days 00:29:23
Remove individual fetching properties per type in redux state,487,MERGED,2018-08-09T05:01:49Z,2018-08-09T16:02:04Z,2018-08-09T16:01:53Z,2018-08-09T16:01:53Z,rupurt,1,['dimroc'],0,0 days 11:00:04
Add web asset compression,488,CLOSED,2018-08-09T09:52:28Z,2018-08-09T21:00:36Z,2018-08-09T21:00:36Z,,NavyAdmiral,0,[],2,0 days 11:08:08
Update Ropsten example Oracle contract address and specs,489,MERGED,2018-08-09T13:14:20Z,2018-08-09T16:59:13Z,2018-08-09T16:59:11Z,2018-08-09T16:59:10Z,thodges-gh,1,['rupurt'],0,0 days 03:44:51
Chores/center signin form,490,MERGED,2018-08-09T19:50:53Z,2018-08-09T20:50:37Z,2018-08-09T20:50:37Z,2018-08-09T20:50:37Z,NavyAdmiral,1,['rupurt'],0,0 days 00:59:44
Bump Ubuntu image version for Docker,491,MERGED,2018-08-09T21:49:24Z,2018-08-09T22:34:10Z,2018-08-09T22:34:07Z,2018-08-09T22:34:07Z,thodges-gh,1,['dimroc'],0,0 days 00:44:43
Style the default loading text when asynchronously downloading routes,492,MERGED,2018-08-09T22:05:39Z,2018-08-09T22:55:39Z,2018-08-09T22:55:32Z,2018-08-09T22:55:32Z,rupurt,2,"['NavyAdmiral', 'dimroc']",0,0 days 00:49:53
Fix Typography Error,493,MERGED,2018-08-09T23:44:23Z,2018-08-15T15:42:07Z,2018-08-13T17:04:35Z,2018-08-13T17:04:35Z,NavyAdmiral,1,['rupurt'],1,3 days 17:20:12
External adapters (bridges) authenticate communication w access tokens,494,MERGED,2018-08-10T15:47:40Z,2018-08-10T20:44:59Z,2018-08-10T20:06:05Z,2018-08-10T20:06:05Z,dimroc,4,"['thodges-gh', 'dimroc', 'se3000', 'se3000']",2,0 days 04:18:25
Bump Gopkg.lock to be 0.5.0 compliant,495,MERGED,2018-08-10T20:35:19Z,2018-08-10T21:01:57Z,2018-08-10T21:01:53Z,2018-08-10T21:01:53Z,dimroc,1,['se3000'],0,0 days 00:26:34
PATCHing runs PendingBridge no longer need authenticated cookies,496,MERGED,2018-08-10T22:06:51Z,2018-08-10T22:44:38Z,2018-08-10T22:44:35Z,2018-08-10T22:44:35Z,dimroc,2,"['thodges-gh', 'se3000']",0,0 days 00:37:44
Created /v2/stats endpoint that displays high-level job spec data,497,CLOSED,2018-08-12T19:47:32Z,2018-08-22T14:18:02Z,2018-08-22T14:18:02Z,,jleeh,2,"['se3000', 'jleeh']",12,9 days 18:30:30
fill out service agreement modeling,498,MERGED,2018-08-13T11:30:17Z,2018-10-01T20:59:49Z,2018-08-14T09:06:49Z,2018-08-14T09:06:49Z,se3000,2,"['dimroc', 'dimroc']",0,0 days 21:36:32
Server side session timeout is configurable,499,MERGED,2018-08-13T16:06:02Z,2018-10-01T21:41:01Z,2018-08-14T11:02:19Z,2018-08-14T11:02:19Z,dimroc,2,"['se3000', 'se3000']",0,0 days 18:56:17
[WIP] Use builder image for Travis CI,500,CLOSED,2018-08-13T16:47:34Z,2018-08-14T21:13:22Z,2018-08-14T21:13:19Z,,rupurt,0,[],0,1 days 04:25:45
Add initiateServiceAgreement and getServiceAgreement to Coordinator,501,MERGED,2018-08-14T00:02:35Z,2018-08-24T17:22:42Z,2018-08-15T15:31:34Z,2018-08-15T15:31:34Z,rupurt,9,"['rupurt', 'thodges-gh', 'thodges-gh', 'thodges-gh', 'se3000', 'se3000', 'rupurt', 'se3000', 'se3000']",0,1 days 15:28:59
Mark Coordinator#getId as pure,502,MERGED,2018-08-14T00:25:47Z,2018-09-24T20:40:44Z,2018-08-14T15:01:17Z,2018-08-14T15:01:17Z,rupurt,3,"['thodges-gh', 'rupurt', 'se3000']",0,0 days 14:35:30
WIP: Update travis ci to use builder docker image and build stages,503,CLOSED,2018-08-14T14:58:02Z,2018-09-17T20:46:34Z,2018-08-15T19:03:10Z,,dimroc,0,[],0,1 days 04:05:08
Optimize .travis.yml to reduce network calls and use build stages,504,MERGED,2018-08-14T16:57:23Z,2018-10-01T21:41:03Z,2018-08-14T20:56:51Z,2018-08-14T20:56:51Z,dimroc,7,"['j16r', 'j16r', 'rupurt', 'dimroc', 'dimroc', 'rupurt', 'rupurt']",4,0 days 03:59:28
"WIP: Ignore, testing travis",505,CLOSED,2018-08-14T17:34:31Z,2018-08-14T19:59:05Z,2018-08-14T19:59:01Z,,dimroc,0,[],0,0 days 02:24:30
Add 404 svg,506,MERGED,2018-08-14T19:58:23Z,2018-08-15T15:41:53Z,2018-08-14T21:08:54Z,2018-08-14T21:08:54Z,NavyAdmiral,1,['rupurt'],0,0 days 01:10:31
Use assets.Link instead of big.Int for min payment,507,MERGED,2018-08-14T20:30:08Z,2018-09-24T20:40:43Z,2018-08-14T23:14:55Z,2018-08-14T23:14:55Z,j16r,7,"['dimroc', 'rupurt', 'dimroc', 'rupurt', 'dimroc', 'rupurt', 'dimroc']",0,0 days 02:44:47
Remove unused and incorrect lazy_static dependency,508,MERGED,2018-08-14T22:04:25Z,2018-08-14T22:47:49Z,2018-08-14T22:47:47Z,2018-08-14T22:47:47Z,j16r,1,['dimroc'],0,0 days 00:43:22
Set yarn registry to npmjs.org and clean up .travis.yml,509,MERGED,2018-08-14T22:36:35Z,2018-08-14T23:14:04Z,2018-08-14T22:59:47Z,2018-08-14T22:59:47Z,dimroc,1,['j16r'],0,0 days 00:23:12
Add ES6 support for truffle tests,510,MERGED,2018-08-15T00:07:42Z,2018-08-15T17:50:26Z,2018-08-15T17:50:22Z,2018-08-15T17:50:22Z,rupurt,2,"['dimroc', 'j16r']",1,0 days 17:42:40
[404] 2 dots -> 3 dots,511,MERGED,2018-08-15T06:32:59Z,2018-08-15T15:40:47Z,2018-08-15T15:36:42Z,2018-08-15T15:36:42Z,NavyAdmiral,1,['rupurt'],2,0 days 09:03:43
Add Circle CI configuration using builder image,512,MERGED,2018-08-15T17:24:53Z,2018-09-17T20:45:56Z,2018-08-15T19:02:45Z,2018-08-15T19:02:45Z,dimroc,2,"['j16r', 'j16r']",0,0 days 01:37:52
Sign and return service agreement on create,513,MERGED,2018-08-15T21:45:49Z,2018-08-16T20:53:36Z,2018-08-16T20:53:32Z,2018-08-16T20:53:32Z,rupurt,3,"['se3000', 'rupurt', 'dimroc']",0,0 days 23:07:43
update js serve library,514,MERGED,2018-08-16T16:45:41Z,2018-08-16T19:18:42Z,2018-08-16T19:18:40Z,2018-08-16T19:18:40Z,se3000,2,"['rupurt', 'dimroc']",1,0 days 02:32:59
Add requester tool to collect SA signatures,515,MERGED,2018-08-16T21:35:14Z,2018-08-16T23:59:58Z,2018-08-16T23:59:35Z,2018-08-16T23:59:35Z,rupurt,8,"['dimroc', 'rupurt', 'rupurt', 'rupurt', 'dimroc', 'dimroc', 'dimroc', 'j16r']",1,0 days 02:24:21
Prevent JobSpec params from overwriting TaskSpec params,516,MERGED,2018-08-16T23:49:12Z,2018-08-20T17:54:16Z,2018-08-20T17:51:37Z,2018-08-20T17:51:37Z,j16r,6,"['j16r', 'se3000', 'j16r', 'dimroc', 'j16r', 'thodges-gh']",2,3 days 18:02:25
Features/withdraw link api WIP,517,CLOSED,2018-08-17T03:53:35Z,2018-09-01T00:59:15Z,2018-09-01T00:59:14Z,,whatsadebugger,4,"['se3000', 'whatsadebugger', 'whatsadebugger', 'rupurt']",4,14 days 21:05:39
Improve API of GetLinkBalance,518,MERGED,2018-08-20T17:57:54Z,2018-08-20T18:49:32Z,2018-08-20T18:49:30Z,2018-08-20T18:49:30Z,rupurt,2,"['j16r', 'dimroc']",0,0 days 00:51:36
Unlock keystore account after creation of new account,519,MERGED,2018-08-20T19:10:05Z,2018-08-20T20:12:59Z,2018-08-20T20:12:59Z,2018-08-20T20:12:59Z,dimroc,2,"['thodges-gh', 'j16r']",2,0 days 01:02:54
Migrate SA creation API to JSONAPI,520,MERGED,2018-08-20T19:26:02Z,2018-08-24T17:22:39Z,2018-08-21T21:54:50Z,2018-08-21T21:54:50Z,rupurt,3,"['dimroc', 'j16r', 'dimroc']",0,1 days 02:28:48
Display oracle addresses in requester tool,521,MERGED,2018-08-20T19:58:14Z,2018-08-22T15:15:08Z,2018-08-22T15:14:58Z,2018-08-22T15:14:58Z,rupurt,3,"['thodges-gh', 'rupurt', 'thodges-gh']",1,1 days 19:16:44
Add Reaper to clean up stale sessions,522,MERGED,2018-08-20T23:51:30Z,2018-10-01T21:35:46Z,2018-08-21T18:05:48Z,2018-08-21T18:05:47Z,dimroc,2,"['dimroc', 'j16r']",1,0 days 18:14:18
Added Routable Navigation,523,MERGED,2018-08-21T16:13:02Z,2018-08-21T17:56:42Z,2018-08-21T17:56:42Z,2018-08-21T17:56:42Z,NavyAdmiral,1,['rupurt'],3,0 days 01:43:40
Add Job and Bridge Creation Pages,524,MERGED,2018-08-21T18:47:22Z,2018-08-21T19:53:36Z,2018-08-21T19:53:36Z,2018-08-21T19:53:36Z,NavyAdmiral,1,['rupurt'],2,0 days 01:06:14
lint,525,MERGED,2018-08-21T19:03:49Z,2018-08-21T19:53:59Z,2018-08-21T19:53:59Z,2018-08-21T19:53:59Z,NavyAdmiral,1,['rupurt'],0,0 days 00:50:10
Extract SA build logic into constructor,526,MERGED,2018-08-21T19:09:33Z,2018-08-22T16:13:39Z,2018-08-22T16:13:36Z,2018-08-22T16:13:36Z,j16r,5,"['dimroc', 'j16r', 'dimroc', 'j16r', 'dimroc']",0,0 days 21:04:03
Create New Job Spec From Old,527,MERGED,2018-08-21T21:07:58Z,2018-09-17T23:43:35Z,2018-09-17T23:43:21Z,2018-09-17T23:43:21Z,NavyAdmiral,10,"['rupurt', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'dimroc', 'rupurt', 'NavyAdmiral', 'rupurt', 'rupurt']",5,27 days 02:35:23
Fix Navigation,528,MERGED,2018-08-21T21:23:41Z,2018-08-22T15:38:29Z,2018-08-22T15:38:29Z,2018-08-22T15:38:28Z,NavyAdmiral,1,['dimroc'],1,0 days 18:14:48
Add Oracle addresses to SA,529,MERGED,2018-08-22T15:50:19Z,2018-08-23T23:28:39Z,2018-08-23T23:28:36Z,2018-08-23T23:28:36Z,j16r,9,"['dimroc', 'j16r', 'dimroc', 'j16r', 'dimroc', 'dimroc', 'dimroc', 'j16r', 'dimroc']",1,1 days 07:38:17
Metric exporting endpoint,530,CLOSED,2018-08-22T16:21:18Z,2018-09-15T16:15:07Z,2018-09-15T16:15:07Z,,jleeh,1,['se3000'],3,23 days 23:53:49
Add JSONAPI Errors,531,MERGED,2018-08-22T20:49:03Z,2018-10-01T21:35:47Z,2018-08-23T21:47:59Z,2018-08-23T21:47:59Z,dimroc,2,"['rupurt', 'rupurt']",0,1 days 00:58:56
Update NPM Packages,532,MERGED,2018-08-22T22:25:06Z,2018-08-22T23:28:07Z,2018-08-22T23:28:07Z,2018-08-22T23:28:07Z,NavyAdmiral,1,['rupurt'],0,0 days 01:03:01
Add oracles to Coordinator contract,533,MERGED,2018-08-22T23:22:14Z,2018-08-23T05:08:34Z,2018-08-23T05:08:31Z,2018-08-23T05:08:31Z,rupurt,1,['dimroc'],0,0 days 05:46:17
Rename jobSpecID to requestDigest in Coordinator,534,MERGED,2018-08-23T23:34:31Z,2018-08-24T16:35:08Z,2018-08-24T16:35:04Z,2018-08-24T16:35:04Z,rupurt,1,['dimroc'],0,0 days 17:00:33
Add create page,535,CLOSED,2018-08-24T23:13:31Z,2018-09-11T14:23:55Z,2018-09-11T14:23:55Z,,NavyAdmiral,0,[],1,17 days 15:10:24
[gui] Error on job or bridge creation shows error message w link to log back in,537,MERGED,2018-08-28T12:44:31Z,2018-09-24T20:40:25Z,2018-09-06T18:23:02Z,2018-09-06T18:23:02Z,dimroc,14,"['rupurt', 'dimroc', 'dimroc', 'dimroc', 'dimroc', 'dimroc', 'NavyAdmiral', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'rupurt', 'dimroc', 'rupurt']",4,9 days 05:38:31
WIP: Move CD to CircleCI,538,CLOSED,2018-08-28T14:22:59Z,2018-08-28T14:59:24Z,2018-08-28T14:59:24Z,,dimroc,0,[],0,0 days 00:36:25
Move CD to CircleCI,539,MERGED,2018-08-28T14:59:36Z,2018-10-01T21:35:48Z,2018-08-28T23:18:52Z,2018-08-28T23:18:52Z,dimroc,1,['se3000'],0,0 days 08:19:16
update documentation to match tests,540,MERGED,2018-08-28T15:46:21Z,2018-10-01T20:59:51Z,2018-08-28T16:33:42Z,2018-08-28T16:33:42Z,se3000,2,"['thodges-gh', 'thodges-gh']",0,0 days 00:47:21
Remove Codeship,541,MERGED,2018-08-29T10:55:22Z,2018-10-01T21:35:49Z,2018-08-29T18:06:59Z,2018-08-29T18:06:59Z,dimroc,2,"['se3000', 'se3000']",1,0 days 07:11:37
WIP: make task spec params parsing case sensitive,542,CLOSED,2018-08-30T01:58:01Z,2018-10-01T20:59:53Z,2018-09-05T05:19:37Z,,se3000,0,[],0,6 days 03:21:36
"Add ""Run Job"" button to Job Spec Detail",543,MERGED,2018-08-30T16:40:01Z,2018-09-10T22:58:28Z,2018-09-10T22:58:28Z,2018-09-10T22:58:28Z,NavyAdmiral,16,"['dimroc', 'dimroc', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'dimroc', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'NavyAdmiral', 'dimroc', 'rupurt']",4,11 days 06:18:27
make the Service Agreement validate its job spec,545,MERGED,2018-08-30T20:52:58Z,2018-09-11T16:17:09Z,2018-09-04T19:32:31Z,2018-09-04T19:32:31Z,se3000,2,"['thodges-gh', 'dimroc']",0,4 days 22:39:33
improve oracle contract's current sender & amount parameter passing,546,MERGED,2018-09-01T02:27:47Z,2018-09-24T20:40:23Z,2018-09-18T20:17:06Z,2018-09-18T20:17:06Z,se3000,7,"['rupurt', 'j16r', 'rupurt', 'dimroc', 'rupurt', 'rupurt', 'dimroc']",0,17 days 17:49:19
Generate SAID in Coordinator contract,547,MERGED,2018-09-06T18:58:35Z,2018-09-24T20:40:26Z,2018-09-07T18:58:05Z,2018-09-07T18:58:05Z,j16r,8,"['thodges-gh', 'rupurt', 'j16r', 'rupurt', 'se3000', 'j16r', 'se3000', 'se3000']",0,0 days 23:59:30
Add Zeppelin plugin for Solium,548,MERGED,2018-09-06T19:32:29Z,2018-09-07T16:24:21Z,2018-09-07T16:24:18Z,2018-09-07T16:24:18Z,thodges-gh,4,"['dimroc', 'dimroc', 'dimroc', 'j16r']",1,0 days 20:51:49
Export functions directly for ES6 solidity helpers,549,MERGED,2018-09-06T23:57:32Z,2018-09-24T20:40:21Z,2018-09-10T20:08:45Z,2018-09-10T20:08:45Z,rupurt,3,"['dimroc', 'j16r', 'j16r']",3,3 days 20:11:13
Upgrade go to go 1.11,550,MERGED,2018-09-07T18:40:51Z,2018-09-07T19:42:30Z,2018-09-07T19:42:27Z,2018-09-07T19:42:27Z,j16r,4,"['dimroc', 'j16r', 'dimroc', 'dimroc']",0,0 days 01:01:36
Upgrade to go-ethereum v1.8.15,551,MERGED,2018-09-07T23:53:16Z,2018-09-10T19:14:48Z,2018-09-10T19:14:46Z,2018-09-10T19:14:46Z,j16r,4,"['NavyAdmiral', 'rupurt', 'j16r', 'rupurt']",1,2 days 19:21:30
Features/withdraw link api,552,MERGED,2018-09-08T00:39:33Z,2018-09-10T23:42:07Z,2018-09-10T23:23:03Z,2018-09-10T23:23:03Z,whatsadebugger,1,['se3000'],0,2 days 22:43:30
Remove contracts in lib to use npm/yarn,553,MERGED,2018-09-08T16:23:49Z,2018-09-11T16:21:09Z,2018-09-11T16:21:06Z,2018-09-11T16:21:06Z,thodges-gh,2,"['dimroc', 'se3000']",1,2 days 23:57:17
Add rust tests for CircleCI,554,MERGED,2018-09-08T17:57:19Z,2018-09-12T00:58:02Z,2018-09-12T00:58:00Z,2018-09-12T00:58:00Z,j16r,1,['se3000'],0,3 days 07:00:41
Rename DefaultConfirmations to Confirmations for consistency,555,MERGED,2018-09-10T05:06:09Z,2018-09-11T16:16:04Z,2018-09-11T16:16:04Z,2018-09-11T16:16:04Z,NavyAdmiral,3,"['rupurt', 'se3000', 'rupurt']",0,1 days 11:09:55
Add contracts to npm,556,MERGED,2018-09-10T18:14:28Z,2018-09-10T19:19:56Z,2018-09-10T19:19:53Z,2018-09-10T19:19:53Z,thodges-gh,1,['se3000'],0,0 days 01:05:25
Use builder container with go 1.11,557,MERGED,2018-09-10T21:39:46Z,2018-09-10T23:26:46Z,2018-09-10T23:26:43Z,2018-09-10T23:26:43Z,j16r,3,"['se3000', 'se3000', 'se3000']",0,0 days 01:46:57
Reset local storage logged in status on 401 error,558,MERGED,2018-09-10T22:29:12Z,2018-09-11T16:17:07Z,2018-09-11T02:36:51Z,2018-09-11T02:36:51Z,se3000,1,['rupurt'],0,0 days 04:07:39
Add yarn as dev dependency,559,CLOSED,2018-09-10T23:30:45Z,2018-09-27T15:09:31Z,2018-09-11T00:13:23Z,,rupurt,0,[],1,0 days 00:42:38
enable consumers to upgrade which oracle contract they listen to via ENS,561,MERGED,2018-09-11T14:36:46Z,2018-10-01T21:00:02Z,2018-09-22T15:26:13Z,2018-09-22T15:26:13Z,se3000,6,"['thodges-gh', 'j16r', 'thodges-gh', 'thodges-gh', 'se3000', 'thodges-gh']",3,11 days 00:49:27
Add the exit handler back in,562,MERGED,2018-09-11T19:15:44Z,2018-10-01T21:36:33Z,2018-09-12T18:56:29Z,2018-09-12T18:56:29Z,j16r,1,['se3000'],0,0 days 23:40:45
bolt migrations,563,MERGED,2018-09-11T23:19:58Z,2018-10-01T20:59:55Z,2018-09-14T21:47:00Z,2018-09-14T21:47:00Z,se3000,9,"['j16r', 'rupurt', 'se3000', 'se3000', 'se3000', 'rupurt', 'j16r', 'se3000', 'j16r']",0,2 days 22:27:02
"Disable compression in http adapters, potential DoS attack",564,MERGED,2018-09-12T00:00:07Z,2018-09-12T00:58:16Z,2018-09-12T00:58:14Z,2018-09-12T00:58:14Z,j16r,1,['se3000'],0,0 days 00:58:07
Added a test for very large array indexes in json adapter,565,MERGED,2018-09-12T20:02:35Z,2018-09-12T22:12:20Z,2018-09-12T22:12:18Z,2018-09-12T22:12:18Z,j16r,2,"['se3000', 'se3000']",0,0 days 02:09:43
Features/separate task param,566,CLOSED,2018-09-12T20:20:08Z,2018-10-01T20:59:58Z,2018-09-18T21:33:41Z,,se3000,4,"['j16r', 'se3000', 'j16r', 'rupurt']",0,6 days 01:13:33
Unauthorized notification signs out with standard link,567,MERGED,2018-09-12T23:18:21Z,2018-09-13T15:14:18Z,2018-09-13T15:14:14Z,2018-09-13T15:14:14Z,rupurt,1,['dimroc'],0,0 days 15:55:53
Throw ServerError on 5xx requests,568,MERGED,2018-09-13T00:52:48Z,2018-09-17T21:08:55Z,2018-09-17T21:08:52Z,2018-09-17T21:08:52Z,rupurt,4,"['dimroc', 'rupurt', 'se3000', 'se3000']",0,4 days 20:16:04
http to https redirect,569,MERGED,2018-09-13T21:41:42Z,2018-09-18T00:00:21Z,2018-09-18T00:00:19Z,2018-09-18T00:00:19Z,j16r,6,"['se3000', 'se3000', 'se3000', 'se3000', 'j16r', 'se3000']",3,4 days 02:18:37
Node operator is signed out from GUI and redirected to sign in page when API calls return 401,570,MERGED,2018-09-14T00:33:53Z,2018-09-17T20:11:48Z,2018-09-17T20:11:45Z,2018-09-17T20:11:45Z,rupurt,2,"['se3000', 'rupurt']",0,3 days 19:37:52
Simplify request actions,571,MERGED,2018-09-14T00:42:30Z,2018-09-15T18:18:18Z,2018-09-15T18:18:15Z,2018-09-15T18:18:15Z,rupurt,1,['se3000'],0,1 days 17:35:45
handle deserializing numbers & string in receipts,572,MERGED,2018-09-14T22:41:40Z,2018-09-18T21:45:34Z,2018-09-17T23:54:13Z,2018-09-17T23:54:13Z,se3000,4,"['j16r', 'se3000', 'j16r', 'j16r']",0,3 days 01:12:33
Authenticate withdrawal requests,573,MERGED,2018-09-17T19:16:13Z,2018-09-17T21:09:30Z,2018-09-17T21:09:27Z,2018-09-17T21:09:27Z,rupurt,4,"['se3000', 'se3000', 'se3000', 'se3000']",0,0 days 01:53:14
Fix withdrawals from CLI,574,MERGED,2018-09-18T00:32:44Z,2018-09-18T15:14:15Z,2018-09-18T15:13:00Z,2018-09-18T15:13:00Z,rupurt,1,['se3000'],0,0 days 14:40:16
Add SafeMath import to Oracle contract,575,MERGED,2018-09-18T11:25:33Z,2018-09-18T14:36:40Z,2018-09-18T14:36:36Z,2018-09-18T14:36:36Z,thodges-gh,1,['se3000'],0,0 days 03:11:03
Add babel-preset-es2015 to project,578,MERGED,2018-09-18T15:35:16Z,2018-10-01T21:37:18Z,2018-09-18T16:15:33Z,2018-09-18T16:15:33Z,thodges-gh,1,['se3000'],0,0 days 00:40:17
tls redirection continued,579,MERGED,2018-09-18T18:03:17Z,2018-09-18T18:37:15Z,2018-09-18T18:37:12Z,2018-09-18T18:37:11Z,j16r,1,['rupurt'],0,0 days 00:33:55
separate task and initiator params,580,MERGED,2018-09-18T19:10:15Z,2018-10-01T21:00:01Z,2018-09-18T21:54:54Z,2018-09-18T21:54:54Z,se3000,1,['j16r'],0,0 days 02:44:39
Upgrade material-ui npm packages,581,MERGED,2018-09-18T19:34:01Z,2018-09-18T21:35:08Z,2018-09-18T21:35:00Z,2018-09-18T21:35:00Z,rupurt,1,['se3000'],0,0 days 02:00:59
bump version to 0.4,582,MERGED,2018-09-18T22:13:13Z,2018-09-18T22:50:34Z,2018-09-18T22:50:30Z,2018-09-18T22:50:30Z,se3000,1,['thodges-gh'],0,0 days 00:37:17
"Take TLSHost param as is, allowing port spec",583,MERGED,2018-09-18T23:06:39Z,2018-09-18T23:20:22Z,2018-09-18T23:20:19Z,2018-09-18T23:20:19Z,j16r,1,['dimroc'],0,0 days 00:13:40
Point to new devnet location,584,MERGED,2018-09-18T23:23:40Z,2018-09-19T15:55:08Z,2018-09-19T15:55:05Z,2018-09-19T15:55:05Z,j16r,2,"['dimroc', 'se3000']",0,0 days 16:31:25
Fix flattened RopstenConsumer contract,585,MERGED,2018-09-19T11:09:24Z,2018-09-19T12:21:06Z,2018-09-19T12:21:03Z,2018-09-19T12:21:03Z,thodges-gh,1,['dimroc'],0,0 days 01:11:39
Transaction confirmation checks whether the blocknumber is set,586,MERGED,2018-09-19T15:20:46Z,2018-09-19T15:55:14Z,2018-09-19T15:55:14Z,2018-09-19T15:55:14Z,jleeh,1,['dimroc'],0,0 days 00:34:28
Disable TLS by default in cldev,587,MERGED,2018-09-19T18:34:41Z,2018-09-19T19:00:45Z,2018-09-19T19:00:42Z,2018-09-19T19:00:42Z,j16r,1,['dimroc'],0,0 days 00:26:01
prevent recursive onTokenTransfer calls,588,MERGED,2018-09-19T22:43:07Z,2018-10-01T21:00:05Z,2018-09-25T03:35:51Z,2018-09-25T03:35:51Z,se3000,3,"['j16r', 'dimroc', 'j16r']",1,5 days 04:52:44
Expvar integration and JSON stdout,589,MERGED,2018-09-20T13:33:32Z,2018-09-27T21:32:35Z,2018-09-27T21:32:35Z,2018-09-27T21:32:35Z,jleeh,7,"['dimroc', 'dimroc', 'jleeh', 'jleeh', 'dimroc', 'dimroc', 'se3000']",6,7 days 07:59:03
Update yarn.lock for examples to use npm registry,590,MERGED,2018-09-21T14:16:43Z,2018-10-01T21:37:23Z,2018-09-21T18:34:59Z,2018-09-21T18:34:59Z,dimroc,1,['se3000'],0,0 days 04:18:16
"Resume in progress job runs on reboot, prevent enqueueing blank job run ids",591,MERGED,2018-09-21T20:35:38Z,2018-10-01T21:44:08Z,2018-09-25T17:06:44Z,2018-09-25T17:06:44Z,dimroc,8,"['j16r', 'dimroc', 'dimroc', 'j16r', 'dimroc', 'dimroc', 'se3000', 'dimroc']",0,3 days 20:31:06
make Chainlinked.sol storage private,592,MERGED,2018-09-24T23:52:51Z,2018-10-01T20:59:26Z,2018-09-27T20:28:11Z,2018-09-27T20:28:11Z,se3000,1,['thodges-gh'],0,2 days 20:35:20
Reload the account nonce when transaction fails with 'nonce is too low' error,593,MERGED,2018-09-26T00:46:57Z,2018-09-27T16:00:58Z,2018-09-27T16:00:54Z,2018-09-27T16:00:54Z,rupurt,3,"['se3000', 'rupurt', 'se3000']",0,1 days 15:13:57
Fix alignment of action buttons on job spec detail,594,MERGED,2018-09-26T03:52:09Z,2018-09-26T14:20:56Z,2018-09-26T14:20:52Z,2018-09-26T14:20:52Z,rupurt,1,['se3000'],0,0 days 10:28:43
Scroll overflowing job run lists,595,CLOSED,2018-09-26T05:09:06Z,2018-09-27T15:09:28Z,2018-09-26T05:17:38Z,,rupurt,0,[],0,0 days 00:08:32
fix job run row result style,596,MERGED,2018-09-26T22:07:48Z,2018-10-01T20:58:43Z,2018-09-27T05:17:22Z,2018-09-27T05:17:22Z,se3000,2,"['rupurt', 'rupurt']",0,0 days 07:09:34
Migrate job runs to use run channel,597,MERGED,2018-09-27T15:47:03Z,2018-10-03T20:56:32Z,2018-10-03T19:59:20Z,2018-10-03T19:59:19Z,rupurt,3,"['se3000', 'se3000', 'rupurt']",0,6 days 04:12:17
filter by requester,598,MERGED,2018-09-28T00:37:44Z,2018-10-03T21:38:01Z,2018-10-03T21:37:47Z,2018-10-03T21:37:47Z,se3000,9,"['thodges-gh', 'j16r', 'se3000', 'se3000', 'se3000', 'j16r', 'j16r', 'j16r', 'thodges-gh']",1,5 days 21:00:03
Add chpass cli command,599,MERGED,2018-09-28T00:48:59Z,2018-10-03T15:21:42Z,2018-10-03T15:21:37Z,2018-10-03T15:21:37Z,j16r,4,"['se3000', 'j16r', 'j16r', 'se3000']",0,5 days 14:32:38
HeadTracker no longer deadlocks when simultaneously stopping the eth node and CL node.,600,MERGED,2018-09-28T17:58:21Z,2018-10-26T19:32:28Z,2018-10-03T20:22:34Z,2018-10-03T20:22:34Z,dimroc,3,"['j16r', 'dimroc', 'j16r']",10,5 days 02:24:13
Update LinkToken to link_token,601,MERGED,2018-09-29T19:18:14Z,2018-10-01T11:10:45Z,2018-10-01T11:10:42Z,2018-10-01T11:10:42Z,thodges-gh,1,['se3000'],0,1 days 15:52:28
Fix data race condition in JobRunner#demultiplexRuns,603,MERGED,2018-10-01T09:55:16Z,2018-10-01T22:49:20Z,2018-10-01T22:49:17Z,2018-10-01T22:49:17Z,dimroc,2,"['dimroc', 'se3000']",0,0 days 12:54:01
Update RopstenConsumer JobIDs,604,MERGED,2018-10-01T12:16:55Z,2018-10-01T13:39:14Z,2018-10-01T13:39:11Z,2018-10-01T13:39:10Z,thodges-gh,1,['j16r'],0,0 days 01:22:16
